NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	194	0.38910308	6.2361856	0.0	0.0	0.0	11128	tags=91%, list=53%, signal=191%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	185	0.32978576	5.2700887	0.0	0.0	0.0	10107	tags=81%, list=48%, signal=153%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	193	0.25570592	4.196056	0.0	0.0	0.0	13144	tags=88%, list=62%, signal=230%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	145	0.27062857	3.8060246	0.0	0.0	0.0	11075	tags=79%, list=52%, signal=166%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	107	0.2824682	3.4239252	0.0	0.0	0.0	13607	tags=93%, list=64%, signal=259%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.2997875	3.3683596	0.0	0.0	0.0	10324	tags=79%, list=49%, signal=153%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	196	0.19960268	3.224208	0.0	0.0	0.0	13928	tags=86%, list=66%, signal=249%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	57	0.34168267	3.030895	0.0	0.0	0.0	10960	tags=86%, list=52%, signal=178%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	185	0.18183604	2.8780005	0.0	0.0	0.0	12634	tags=78%, list=60%, signal=192%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	196	0.15940168	2.5670788	0.0	3.9327933E-4	0.003	14446	tags=84%, list=68%, signal=264%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	70	0.2508529	2.4982839	0.0	4.5157055E-4	0.004	4676	tags=47%, list=22%, signal=60%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	190	0.15151332	2.3880002	0.0	0.0010789816	0.011	15950	tags=91%, list=76%, signal=366%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	151	0.14107575	2.0194795	0.0	0.009436549	0.1	9211	tags=58%, list=44%, signal=101%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	0.24336529	2.0079415	0.0	0.009334555	0.105	6312	tags=54%, list=30%, signal=77%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	141	0.13259633	1.8210268	0.012738854	0.028517488	0.308	13247	tags=76%, list=63%, signal=202%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	94	0.14882079	1.7351834	0.011857707	0.041255675	0.424	14173	tags=82%, list=67%, signal=248%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	94	0.14939547	1.6786828	0.03522505	0.05138466	0.521	9217	tags=59%, list=44%, signal=103%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	98	0.1451672	1.6668189	0.036585364	0.05195061	0.54	15053	tags=86%, list=71%, signal=297%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	184	0.10496346	1.6600407	0.033398822	0.05109307	0.556	6641	tags=42%, list=31%, signal=61%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	170	0.10432601	1.5467474	0.05042017	0.0834618	0.749	5517	tags=36%, list=26%, signal=49%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		139	0.11174994	1.508183	0.07535642	0.09316715	0.804	7836	tags=48%, list=37%, signal=76%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		190	0.09043813	1.4660925	0.087272726	0.10692918	0.859	3220	tags=24%, list=15%, signal=28%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		169	0.09721567	1.4584763	0.086142324	0.10639991	0.869	15836	tags=85%, list=75%, signal=335%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		189	0.0874824	1.4260808	0.10059172	0.11867687	0.902	7556	tags=44%, list=36%, signal=69%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		94	0.11673494	1.3499913	0.12371134	0.15625323	0.964	6533	tags=43%, list=31%, signal=61%	
