NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	178	-0.26757833	-4.135938	0.0	0.0	0.0	5433	tags=52%, list=26%, signal=70%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	138	-0.2468899	-3.2842383	0.0	0.0	0.0	7984	tags=62%, list=38%, signal=100%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	194	-0.17115273	-2.8441617	0.0	0.0	0.0	6763	tags=49%, list=32%, signal=71%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	192	-0.15861978	-2.5511231	0.0	7.107409E-4	0.004	8453	tags=56%, list=40%, signal=92%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	162	-0.16874392	-2.5052562	0.0	9.98301E-4	0.007	6765	tags=49%, list=32%, signal=71%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	167	-0.14232647	-2.1303775	0.004008016	0.0073386817	0.052	7770	tags=51%, list=37%, signal=80%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	94	-0.16901895	-1.901361	0.00811359	0.026819142	0.201	11503	tags=71%, list=54%, signal=156%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	42	-0.23669933	-1.8198735	0.025390625	0.036281172	0.299	4567	tags=45%, list=22%, signal=58%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	33	-0.25701326	-1.7406561	0.018867925	0.04721007	0.404	8663	tags=67%, list=41%, signal=113%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	111	-0.13552569	-1.675722	0.015873017	0.060609326	0.531	3243	tags=29%, list=15%, signal=34%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	33	-0.21826485	-1.5263978	0.048117153	0.11289505	0.779	8200	tags=61%, list=39%, signal=99%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	183	-0.088718444	-1.4379476	0.07739308	0.15473455	0.898	8532	tags=49%, list=40%, signal=82%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	174	-0.084016144	-1.3182858	0.13480885	0.22882639	0.978	5525	tags=34%, list=26%, signal=46%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	190	-0.07488394	-1.1764715	0.25760648	0.35590196	0.997	2547	tags=19%, list=12%, signal=22%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	184	-0.07128442	-1.1255234	0.30020705	0.39705577	1.0	6315	tags=37%, list=30%, signal=52%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	182	-0.06837092	-1.0801394	0.3339921	0.42887166	1.0	5301	tags=32%, list=25%, signal=42%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	24	-0.18115322	-1.0674331	0.360587	0.4195663	1.0	3220	tags=33%, list=15%, signal=39%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	77	-0.08501936	-0.8690265	0.6045082	0.6839478	1.0	2601	tags=21%, list=12%, signal=24%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	31	-0.10712926	-0.7296419	0.7895753	0.85444844	1.0	467	tags=13%, list=2%, signal=13%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	40	-0.093027875	-0.7003976	0.85330576	0.8461734	1.0	5433	tags=35%, list=26%, signal=47%	
