NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	167	-0.2288915	-3.4496405	0.0	0.0	0.0	3932	tags=41%, list=19%, signal=50%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	Details ...	132	-0.24259166	-3.234404	0.0	0.0	0.0	8031	tags=62%, list=38%, signal=100%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	Details ...	34	-0.39594454	-2.7690973	0.0	6.5717794E-4	0.003	5319	tags=65%, list=25%, signal=86%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	Details ...	75	-0.27111343	-2.727569	0.0	6.498602E-4	0.004	8377	tags=67%, list=40%, signal=110%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	Details ...	40	-0.34283343	-2.611592	0.0	0.001561002	0.012	4919	tags=58%, list=23%, signal=75%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	Details ...	33	-0.3596881	-2.44971	0.0	0.0020697936	0.019	3937	tags=55%, list=19%, signal=67%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	Details ...	38	-0.3123399	-2.2746713	0.0	0.0070252377	0.071	3977	tags=50%, list=19%, signal=61%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	Details ...	139	-0.16195737	-2.1790164	0.0021459227	0.011012817	0.12	3593	tags=33%, list=17%, signal=40%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	Details ...	109	-0.17144549	-2.101525	0.0041067763	0.0167998	0.199	4150	tags=37%, list=20%, signal=45%	
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	Details ...	38	-0.2676657	-1.9207424	0.009881423	0.044203814	0.493	4919	tags=50%, list=23%, signal=65%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Details ...	57	-0.20809212	-1.8845118	0.0063157897	0.05022869	0.569	8588	tags=61%, list=41%, signal=103%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	44	-0.2271649	-1.8082306	0.014736842	0.070756085	0.72	3854	tags=41%, list=18%, signal=50%	
