NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	184	0.24115399	3.778536	0.0	0.0	0.0	11562	tags=85%, list=61%, signal=219%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	193	0.146943	2.3969414	0.0021459227	0.005076485	0.012	9060	tags=63%, list=48%, signal=120%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	193	0.14645004	2.3689642	0.0	0.0041058473	0.015	2244	tags=26%, list=12%, signal=30%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	193	0.112771705	1.8157763	0.015904572	0.071238615	0.315	11939	tags=75%, list=63%, signal=202%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	47	0.21279314	1.7253593	0.03047619	0.09145246	0.463	6815	tags=57%, list=36%, signal=90%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	147	0.113858365	1.5799171	0.055238094	0.15523466	0.714	15283	tags=93%, list=81%, signal=489%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	198	0.082257055	1.3417917	0.1244898	0.36397913	0.969	4645	tags=33%, list=25%, signal=43%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	95	0.110959545	1.2558988	0.18290259	0.45040053	0.996	15551	tags=94%, list=83%, signal=537%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	193	0.077696	1.2515726	0.20289855	0.40609142	0.996	1867	tags=18%, list=10%, signal=19%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	95	0.10941908	1.249324	0.19038077	0.3691998	0.996	13599	tags=83%, list=72%, signal=298%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	57	0.14006382	1.2403097	0.19517103	0.34656885	0.996	13218	tags=84%, list=70%, signal=282%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	155	0.085326664	1.2269742	0.20948617	0.3328649	0.997	6905	tags=45%, list=37%, signal=71%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.18096256	1.2161957	0.21020408	0.31951138	0.997	1892	tags=28%, list=10%, signal=31%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	0.13033627	1.1380825	0.28144988	0.3896532	1.0	4523	tags=37%, list=24%, signal=49%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	195	0.063521996	1.0457922	0.37475345	0.4838013	1.0	16476	tags=94%, list=88%, signal=746%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	189	0.06544668	1.0419945	0.39539748	0.4587246	1.0	16403	tags=94%, list=87%, signal=722%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	73	0.10109218	1.0048976	0.41875	0.481648	1.0	14602	tags=88%, list=78%, signal=390%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	102	0.083871834	0.9861662	0.44510978	0.48033565	1.0	3226	tags=25%, list=17%, signal=31%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	103	0.080148056	0.949662	0.5019763	0.5007572	1.0	3980	tags=29%, list=21%, signal=37%	
