NAME	TITLE	SCORE	
ARHGAP6		6.10108	
ARHGEF10L		6.0835485	
SNX1		6.077882	
PNISR		5.995046	
KRTAP5-10		5.981953	
TMC7		5.96684	
CLCA2		5.8976297	
TBX3		5.775461	
CYP3A5		5.7645464	
MGST2		5.738652	
ANKRA2		5.732601	
TNFAIP2		5.7245107	
TRIB2		5.718741	
PTK6		5.7079124	
ZNF846		5.6972365	
NKAIN2		5.63908	
NEIL1		5.6387286	
NLRP1		5.637325	
SNX14		5.534343	
LAD1		5.5240116	
TRIM7		5.51745	
MRFAP1L2		5.505814	
TBX6		5.440401	
ZNF436-AS1		5.4358406	
RRN3P1		5.421745	
FAM213B		5.4066286	
OGT		5.387165	
MYLK4		5.367501	
OBFC1		5.361742	
ADHFE1		5.358678	
TMEM47		5.352966	
RHEX		5.340325	
ZNF561		5.3305073	
SUGT1P3		5.2817893	
COL20A1		5.276775	
TRIOBP		5.267493	
KCNK9		5.2403884	
CDIP1		5.238778	
TSPAN14		5.211729	
LUC7L		5.095178	
POLR2J3		5.093092	
SH3BP1		5.060755	
AIM2		5.0515537	
HOXA2		5.030203	
FOXA1		5.0246754	
SLC2A9		5.0196433	
PRICKLE4		5.0125175	
DCTN1-AS1		4.980482	
LDB1		4.9739313	
SMIM1		4.959141	
SLC2A1		4.9312696	
GTF2IRD2		4.930699	
TMC4		4.9113774	
HNMT		4.895928	
ALOX15		4.886897	
KCNQ1		4.867598	
FLJ44635		4.860968	
KRTAP5-8		4.849338	
THSD7B		4.8484654	
RAPGEFL1		4.8478084	
TPT1		4.812631	
HHAT		4.7970333	
TNFRSF21		4.7914915	
TXNIP		4.789261	
GNAI1		4.771581	
ID1		4.758848	
AKAP7		4.741096	
ATF7IP2		4.7060976	
UGT2B28		4.702116	
SULT1A1		4.68263	
SEMA3F		4.661585	
AASS		4.6534066	
SLC18B1		4.620821	
MOGAT2		4.6146836	
EFNB1		4.6039944	
CCDC9B		4.5908375	
BEX4		4.5895233	
RSRP1		4.5880413	
CAPNS2		4.5684814	
LPIN3		4.5592504	
ORAI3		4.555456	
HIBCH		4.5386386	
MST1R		4.532194	
PDE4C		4.531487	
IFI27L2		4.5213103	
BDH2		4.5113893	
MCTP2		4.494058	
DAPL1		4.4916244	
RPL3		4.474313	
TNNI1		4.4624276	
SLC44A3		4.4532437	
AES		4.440439	
C1orf53		4.4353614	
MBOAT7		4.42238	
AP1G2		4.406357	
SLC45A3		4.3865066	
SERINC2		4.3800097	
HTR7		4.3686385	
SPAG17		4.367766	
RAI1		4.3576846	
S100A6		4.346685	
C2orf66		4.345536	
SYT8		4.330731	
KLF5		4.3296003	
PNCK		4.3263464	
ZKSCAN7		4.318966	
ZNF692		4.310913	
ZNF33B		4.286729	
ACVR2A		4.27587	
TSPAN12		4.273275	
FHIT		4.257044	
SDCBP2		4.251655	
BAIAP3		4.2283187	
GDF6		4.2250314	
DGKQ		4.217474	
ZFC3H1		4.2146177	
AQP6		4.2017784	
WNT16		4.200053	
ZNF385A		4.177167	
GOLGA6L10		4.1624618	
PIGB		4.141013	
HOGA1		4.133563	
VILL		4.1332483	
CRACR2B		4.115075	
MFAP3L		4.108329	
BTF3		4.09986	
NAPEPLD		4.098716	
KLF3-AS1		4.0873737	
GJB4		4.0815644	
HEXIM1		4.0734234	
PCGF3		4.0726595	
DOK7		4.065784	
MAP10		4.0601254	
MECOM		4.039276	
C11orf1		4.0371013	
GTF2IRD2B		4.0287104	
DDX17		4.0198717	
FLJ34503		4.005205	
TTC14		3.9914095	
NACAP1		3.9852026	
CD46		3.9757264	
THEM6		3.961061	
BRINP2		3.9501984	
FAM155B		3.9374807	
EME2		3.9266632	
GPR78		3.9140608	
SYPL1		3.9084375	
CTDSP1		3.9033241	
BCAS1		3.8913076	
LY6D		3.8566587	
DHRS4-AS1		3.851573	
DGLUCY		3.826174	
HS3ST1		3.8122783	
PPP1R3G		3.8116004	
DUSP7		3.8085833	
ITGA3		3.8082857	
CFHR3		3.801596	
PADI3		3.791454	
NXF3		3.783893	
ADGRB1		3.7800179	
B3GNT8		3.7692022	
GNPTG		3.7494864	
BLCAP		3.7426848	
TMEM63A		3.7252905	
PCNXL2		3.7207618	
HDAC10		3.7200274	
HERC2P2		3.7124386	
MTX2		3.7115393	
IP6K2		3.6995008	
ALOX5		3.692007	
KIAA0141		3.6866174	
PLAG1		3.6792138	
TMEM74B		3.663964	
TRERF1		3.658072	
C20orf141		3.6563106	
MBD6		3.6505163	
AMY2B		3.6316915	
SMDT1		3.6203284	
