NAME	TITLE	SCORE	
CNOT4		0.19027957	
FAM151B		0.19013679	
FAM19A2		0.19003323	
CAPN12		0.18991204	
DESI1		0.18989584	
NBR1		0.18984047	
TMEM33		0.18971524	
BMS1P6		0.18966597	
B3GNT7		0.18958335	
NARF		0.18950486	
RPS25		0.18922484	
ICAM2		0.18883401	
CREB3L3		0.18870744	
ZNF133		0.18849741	
UQCC2		0.18841141	
SLC38A1		0.188326	
ATAD2B		0.18831174	
FBXO44		0.1882007	
C14orf28		0.18763393	
ZNF17		0.18739696	
RPS4Y1		0.1873642	
VMAC		0.18734244	
GDF7		0.18681486	
RPL21P44		0.18659754	
LYPLA2		0.18614063	
C6orf132		0.18612453	
ZSCAN31		0.18599823	
POLR2J		0.18595502	
ZC2HC1A		0.18552382	
SP140L		0.18540229	
RAB13		0.18529794	
LHX4		0.18503916	
ZNF503-AS2		0.18464439	
PRDM8		0.18449315	
LYSMD4		0.1842868	
STK31		0.18416281	
DYNC1I2		0.18403189	
CAPNS1		0.18401667	
UBE2K		0.18381937	
CACNA1H		0.18368322	
NMRK1		0.18367779	
RAB24		0.18361352	
ANKRD65		0.18356828	
OLA1		0.18341914	
EEF1A2		0.18304488	
TMEM243		0.18272334	
REEP6		0.18266352	
HSPE1		0.18251394	
ZNF81		0.18193436	
C1orf52		0.18188377	
USP27X		0.18176548	
RUFY2		0.18155645	
STRADA		0.18120033	
ABHD15		0.18112062	
MBD2		0.18109345	
WISP3		0.18102948	
GSKIP		0.18099362	
TP53I3		0.1807889	
LPCAT2		0.18057777	
ZNRD1-AS1		0.1803521	
PNPLA4		0.18025294	
FOXD4		0.18016604	
PRDM11		0.18013294	
UBE3A		0.17992897	
PTPN6		0.17983271	
NDUFA3		0.17979199	
FAM63B		0.17974363	
N4BP1		0.17971168	
PCDHA8		0.17967069	
TM7SF2		0.17963551	
C8orf44		0.17958653	
ZNF529		0.17953537	
TNRC6A		0.17953153	
TCEB3		0.17933816	
SNRPA1		0.17932579	
ORMDL3		0.17896408	
MEIS1		0.17867233	
BIVM		0.17855081	
ZNF439		0.17854491	
TRIM23		0.17854016	
SLFN12		0.17846474	
NPHP3		0.178354	
PLIN5		0.1780873	
GUSBP3		0.17756844	
IFI44		0.17745565	
TNIP2		0.17725621	
CDC16		0.1772531	
SLF2		0.17704274	
C2orf15		0.17689149	
MBL1P		0.17683798	
ENPP5		0.17663606	
MRPL32		0.17659841	
THNSL2		0.17655207	
EFCAB13		0.176174	
MAU2		0.17615455	
RCN2		0.17614576	
DGAT2		0.17605224	
ISCU		0.17577095	
SLC5A7		0.17538786	
CHP1		0.1753825	
MTR		0.17531163	
SESN2		0.17529418	
RPE		0.17514138	
ZNF137P		0.17510746	
TTC30B		0.17507122	
RANBP3		0.17477617	
TTC23L		0.17442247	
CITED2		0.17420045	
BAALC-AS2		0.17418079	
PPP1R36		0.17415293	
ATP9B		0.17411564	
ADGRF4		0.17408916	
FAM86EP		0.17336023	
PURA		0.17331152	
CRIP2		0.17329693	
SMIM20		0.17328243	
OR2A4		0.17302345	
NSMAF		0.17298506	
SPAG16		0.17265083	
NFE2L2		0.17264307	
GJC3		0.17254215	
TAF1D		0.17245756	
SENP8		0.17209713	
MAP3K4		0.17182799	
LRRC37A4P		0.17162131	
ALKBH7		0.17151107	
APEH		0.1714273	
CENPC		0.17128281	
ZNF304		0.1707813	
CPNE3		0.17077698	
LYRM2		0.17076916	
PSORS1C3		0.17069972	
MKLN1		0.17066792	
ZBTB45		0.17059188	
LINC01226		0.1704418	
HPS1		0.17010987	
FMO4		0.17003193	
SNURF		0.16996244	
RPAP3		0.16951908	
CRB3		0.16923614	
CLNS1A		0.16915925	
KMT5B		0.16914743	
ALG14		0.16900982	
SIN3A		0.16899018	
TSPYL5		0.16869034	
DYNLT1		0.16838057	
ZNF621		0.16836502	
MARCH7		0.1680471	
DEPDC4		0.16777259	
DHRS7		0.16764316	
LOC143188		0.16759576	
RPPH1		0.16757368	
SPRYD7		0.16754797	
BEX5		0.16731964	
KLF1		0.16727066	
ZNF540		0.16719232	
MRPL40		0.16690508	
NUP50		0.16688567	
PEX14		0.16669352	
AMMECR1L		0.16602594	
WDR83OS		0.16601652	
PCDH20		0.16590382	
NOP14-AS1		0.1658342	
SPATA9		0.16569807	
FBXL4		0.16511357	
FAM150A		0.16507472	
HKR1		0.1650678	
TDG		0.16504222	
COX6A1		0.16501813	
NSMCE4A		0.16495296	
SYNCRIP		0.16453928	
GALNT11		0.16452546	
PCDHGA8		0.1643592	
RGPD4		0.16418603	
CHID1		0.164134	
PPARD		0.16392809	
CAT		0.16389185	
FAM86FP		0.1637317	
EEF1G		0.16359453	
EXOG		0.16354583	
BAG1		0.16336451	
DDIT4L		0.16335481	
KEAP1		0.16296385	
GGT3P		0.16235718	
C7ORF13		0.16224498	
DLST		0.16168636	
TXNRD2		0.16147397	
ZNF445		0.16061026	
ZNF41		0.16038263	
RPAP1		0.15989846	
SESN3		0.15988527	
DACH2		0.15988372	
APEX1		0.1597503	
PTOV1		0.15962188	
URGCP		0.1594384	
RNF11		0.15933062	
SPATA22		0.15930252	
KTN1		0.15907185	
CCDC191		0.15901236	
SLC2A10		0.15892842	
CAPN3		0.15882379	
RRN3P3		0.15859687	
RPL41		0.15851629	
SLC35G5		0.15839218	
TSPYL4		0.15832229	
FBXL15		0.15810062	
EIF2A		0.15778059	
CDC42BPG		0.15760218	
GGA3		0.15745601	
CASKIN2		0.15717055	
EVC2		0.15711702	
NOP14		0.1569276	
ZNF335		0.15670273	
MFSD2A		0.15665823	
PCDHA12		0.1565973	
MAP2K5		0.15652598	
CFAP97		0.15652111	
ESRRA		0.15648991	
SETDB2		0.15643717	
RUNDC3A		0.15642846	
FAM106A		0.1563846	
ZCCHC4		0.15616135	
BTBD1		0.15616122	
MED7		0.15570043	
DZANK1		0.15567511	
HDHD2		0.15555044	
ARMC5		0.15532094	
DFFB		0.15531017	
VPS13D		0.1552179	
MIR205HG		0.15519899	
CDC40		0.15512145	
IFNB1		0.15487215	
ABO		0.15477407	
ZSCAN25		0.15473445	
MGEA5		0.15463765	
ALDH5A1		0.15450509	
NLRP2		0.1542065	
ZNF701		0.15397659	
ZNF136		0.15394862	
UCKL1-AS1		0.15385546	
TP53		0.15382145	
CEMP1		0.15377383	
ATP5F1		0.1535539	
SPDYE2		0.15354434	
DYNLT3		0.15351592	
FBXO22-AS1		0.1534672	
SUGP2		0.15312135	
PQBP1		0.15302524	
PARK2		0.15300065	
KIAA0391		0.15277256	
LIPT1		0.15272817	
SSBP4		0.1520672	
JPX		0.15201916	
HOXA4		0.15198077	
POLRMT		0.15191054	
KCNJ15		0.1518913	
TMEM167A		0.15172091	
PTPRH		0.15146023	
SGF29		0.15142122	
ASPHD2		0.1512343	
ALDH1L1		0.15106803	
DNAJC30		0.15101916	
ZNF583		0.15101385	
USP35		0.15095204	
PCDHB5		0.15088952	
FRRS1		0.15083289	
PRPF40A		0.150683	
KIAA1683		0.15063968	
PSMC6		0.15018524	
PHC1		0.1500373	
NUDT16P1		0.14998852	
GCH1		0.14996311	
WFDC1		0.14975187	
ZNF165		0.14935455	
CDK11A		0.14928956	
RPL11		0.14919461	
TUBA3FP		0.14900553	
ZBED9		0.14875679	
GDF11		0.14865486	
EXOSC1		0.14856374	
IRAK3		0.14845966	
CXADR		0.14838547	
NME2		0.14829938	
AP1M1		0.14829178	
KRI1		0.1482139	
LOC284798		0.1480063	
RNF215		0.14792012	
ALKBH8		0.14745648	
BBS1		0.14741826	
LIN7C		0.14739858	
GTF2E2		0.14738363	
FAM98B		0.14737049	
MLLT3		0.14704232	
RBAK		0.14687797	
PLIN4		0.14654909	
TTC23		0.14642808	
NCBP3		0.14638063	
EIF3F		0.14602286	
ZNF549		0.14600623	
CEP170B		0.14596492	
RPS15AP10		0.1459018	
ZNF471		0.14588766	
SLC37A1		0.14586675	
TMEM168		0.14582756	
ZNF732		0.14551409	
MMAA		0.1455134	
RPS24		0.1451754	
ST3GAL4		0.14504556	
GCHFR		0.14489509	
PITPNM1		0.14472558	
C10orf62		0.14435846	
INTU		0.14433081	
RNF25		0.1441491	
PBLD		0.14403269	
TRMT112		0.14394704	
TRMT5		0.14393105	
YARS2		0.14389242	
PPIP5K2		0.14375287	
GLOD4		0.14374733	
NKX2-3		0.14373463	
FMC1		0.14370182	
PGAP2		0.14361584	
LRRC74A		0.14361459	
U2SURP		0.14349814	
WDFY3		0.14347976	
FBXW11		0.14339828	
TBL3		0.14328775	
THOC7		0.14308725	
XRCC6		0.14307016	
LDHA		0.1429911	
FAM210B		0.1429046	
AKT1S1		0.1428569	
FAM13B		0.14278433	
SPATA6		0.142005	
BLOC1S6		0.14194924	
BEND3P3		0.1419253	
EHBP1L1		0.14177105	
GTF2F1		0.14173847	
MED25		0.14158814	
GORAB		0.1414107	
FAM83C		0.14120786	
REV1		0.14115874	
FKBP6P2		0.14108719	
ATP5J		0.14105177	
ARIH2		0.14102916	
SLC5A9		0.1408048	
TPK1		0.14079134	
ZNF343		0.14077218	
DGCR2		0.1405585	
ZNF574		0.14041609	
ZNF3		0.14018245	
C6orf62		0.14008656	
MYO18B		0.14000897	
LINC02593		0.13985361	
PRKAR1A		0.13929139	
KPTN		0.13919272	
TMEM116		0.13891575	
CPNE8		0.13879079	
MEIS3		0.1387455	
TSTD1		0.13872911	
C19orf44		0.13871509	
WDR82		0.13869064	
GFM2		0.13857374	
PRKAG3		0.1384652	
KLC4		0.13839605	
PTCD2		0.13830072	
ZNF700		0.13815136	
NOXRED1		0.1381099	
NUDT9		0.13781334	
NDUFV3		0.13778284	
SLC26A8		0.13775064	
HSPA1L		0.13768046	
SMARCD1		0.13748896	
POLK		0.13747993	
HTR2C		0.13741356	
PXYLP1		0.13730477	
PPP1R9B		0.13697346	
VPS37B		0.13694744	
OR2A1		0.13688667	
KIFC2		0.13672543	
FBLL1		0.13659267	
ZNF30		0.13657361	
SNORD17		0.13650751	
CINP		0.1364901	
EDN2		0.1363874	
CCDC25		0.136347	
SLITRK5		0.13630804	
MPND		0.1361967	
GATA2		0.13602945	
FUT5		0.13597918	
ATG2A		0.13596709	
L3MBTL1		0.13596635	
FBXL2		0.13581748	
SAMD13		0.13580446	
BPNT1		0.13576855	
PRORSD1P		0.13561818	
ZNF474		0.13552876	
MFF		0.13533387	
HNRNPA1L2		0.13518077	
S100A16		0.13517271	
SLC25A37		0.13484615	
PCDHA9		0.13482471	
C11orf52		0.13478115	
SERHL		0.13468601	
SQSTM1		0.1345946	
PCCA		0.13452035	
PCDHA11		0.13433766	
DENND6B		0.13423242	
TBCE		0.13414651	
ZNF32		0.1341002	
ARL8A		0.13409826	
OCLNP1		0.13401492	
RAB6C		0.1337864	
SPDYE6		0.13357879	
WDR5B		0.13357738	
MPC1		0.13354301	
NEO1		0.13344474	
TMEM50B		0.13342509	
LTC4S		0.13338561	
BRD8		0.13309082	
CASC4		0.1328085	
CALHM3		0.13257681	
PTRHD1		0.13246672	
NF1		0.13235089	
FAM221B		0.13227056	
DNAJB3		0.13215159	
SNRPE		0.13195491	
ZNF273		0.13190906	
GKN2		0.13174462	
FAM86B1		0.13154599	
ZNF124		0.13136844	
SYNRG		0.13136509	
RPS29		0.13123514	
COG6		0.13110586	
PDE4A		0.13109036	
FLOT1		0.13098465	
PRSS16		0.13074273	
DNAH7		0.13051479	
CHMP7		0.13051315	
AADAC		0.13048483	
ADCY10P1		0.13025256	
LRBA		0.12998743	
HMGCR		0.12993604	
TTC28-AS1		0.12993462	
BPIFB4		0.12991233	
TTC31		0.12978461	
TCP11L2		0.12962742	
SLITRK1		0.12962475	
EIF2B5		0.12959476	
TAS2R14		0.12954357	
FAM71E1		0.12941776	
SMAD5		0.12936273	
COMMD8		0.12918003	
PCDHB19P		0.12913573	
TAF8		0.12901977	
ZDHHC13		0.12868443	
CCDC38		0.12851913	
ATP2B4		0.1281833	
PPHLN1		0.12793513	
SNHG7		0.12786767	
ATPAF2		0.12786172	
MAT2A		0.12779689	
DNAJA2		0.1277477	
CD68		0.1277436	
DRG2		0.12756999	
ANKRD42		0.1275493	
LIN7B		0.12752381	
MPDU1		0.12715635	
FOXD4L6		0.12707229	
PNPLA3		0.12675251	
RPL23A		0.12673835	
ZNF76		0.12671863	
HYPK		0.12659356	
MTHFS		0.12658475	
TGDS		0.12645088	
ACAP3		0.12642139	
ZBED4		0.1263014	
RWDD3		0.12624615	
MADCAM1		0.12605941	
MRPL20-AS1		0.12576942	
SLCO1A2		0.125307	
DDX59		0.12508115	
ELF4		0.12502398	
BMP3		0.12490451	
FRYL		0.12476265	
PXN		0.12468314	
FBRSL1		0.124640375	
STK25		0.12449425	
STUB1		0.12443892	
NANOS1		0.12428223	
ASTL		0.12416028	
MOCS2		0.12407629	
TLR3		0.12398863	
ZNF487		0.123929985	
MFSD3		0.1237845	
FAM20B		0.12374767	
GPHN		0.12368866	
SMUG1		0.12362554	
TWNK		0.12362445	
ING2		0.123104975	
RPP25		0.12303289	
VMA21		0.12256076	
ARVCF		0.12254996	
MEA1		0.12252072	
AGAP2-AS1		0.12240857	
CHRNB4		0.12238818	
DNAH2		0.122272946	
OVCA2		0.12226007	
FOCAD		0.12223313	
GNB5		0.12189976	
EIF6		0.12188424	
PITPNA		0.12181765	
TAS2R3		0.12175684	
IFNLR1		0.12172175	
ZBTB44		0.121708155	
ALAS2		0.12168307	
PSD3		0.12160296	
RGL3		0.121566884	
ZNF185		0.12151108	
ZNF138		0.12148468	
ADAM8		0.12146279	
GNRHR		0.12131197	
ANAPC15		0.12116513	
LGALS9C		0.12098598	
FAM120C		0.120661184	
ENO2		0.12060417	
LINC01106		0.120492056	
PUM1		0.1203242	
HFE		0.12024941	
PCDHB17P		0.12020495	
HSPA4		0.12009114	
SETD6		0.120067984	
FIZ1		0.120036	
RARS2		0.11996352	
FIS1		0.1199378	
DEPTOR		0.11976434	
KTN1-AS1		0.11958608	
BBS12		0.11946455	
H2AFJ		0.11932153	
PCDHA2		0.11926341	
RBMX		0.119229324	
HIST3H3		0.119198844	
CAND1		0.1190772	
HACD4		0.1189566	
PLOD2		0.1189551	
ZHX1		0.1189269	
TRAPPC2		0.11885812	
VPS35		0.118798405	
ADAMTS20		0.11863723	
WASH3P		0.118369214	
DCAF7		0.11836639	
UQCRQ		0.11817796	
SDHAF3		0.11812653	
YTHDC1		0.11811616	
RPP21		0.11803392	
NUBP2		0.117840014	
PRR13		0.117419556	
SFXN1		0.117361724	
TSC22D4		0.117321946	
FAM102B		0.11730182	
DERL2		0.117298424	
GGNBP2		0.1170946	
TBC1D9B		0.11693905	
SPRY3		0.11691442	
CWC15		0.11686714	
LINC00928		0.116807714	
ATP8B5P		0.11680408	
RBM33		0.11671451	
ZNF404		0.11666845	
EMX2		0.116597526	
ADH4		0.116523765	
CUL5		0.11651287	
GSPT2		0.11649297	
GSR		0.11644471	
ERI2		0.1163483	
VPS45		0.116319954	
TOP1MT		0.11622455	
SPSB3		0.11621874	
FAM86C1		0.11616935	
MVK		0.116117276	
BAZ2A		0.116014495	
C5orf15		0.11585033	
CRH		0.115824275	
CD36		0.11569132	
IFNGR1		0.11560988	
DDX42		0.11550989	
FRA10AC1		0.1152575	
ZNF260		0.11522315	
FBXO21		0.11506261	
CTAGE11P		0.11498804	
BFAR		0.11498311	
ATXN3		0.11496721	
LOC730101		0.11494579	
SLC23A3		0.11488439	
SNHG10		0.11484173	
PNRC2		0.11481629	
C2orf74		0.11472639	
MLYCD		0.11465116	
NR2F1-AS1		0.11463909	
FER1L6		0.11437739	
LINC00663		0.11433588	
ZNF134		0.11426049	
SIGIRR		0.11415519	
ZNF322P1		0.114149526	
NFATC2IP		0.11413814	
SRI		0.11405496	
TMX1		0.11400438	
NOTCH1		0.11392386	
RAI2		0.11392315	
FLJ30679		0.11392141	
PCDHGC3		0.11391784	
IFI27		0.11380808	
NAT9		0.1136966	
KDM8		0.11368093	
SMIM19		0.11354976	
LINC00515		0.11351257	
RBM43		0.11333909	
PGAM2		0.11329029	
ATP1A1-AS1		0.113262005	
GUF1		0.113261156	
ZNF717		0.11323427	
PI4K2A		0.11322536	
BIN3-IT1		0.11299477	
ATRX		0.11294975	
COPS7B		0.11289076	
LINS1		0.11286176	
ZNF433		0.11279996	
VWA5B1		0.11279712	
NAP1L2		0.11278941	
GUSBP1		0.112696126	
C12orf73		0.1126585	
ZNF431		0.112633996	
XRCC6BP1		0.11237776	
CCDC71		0.112243615	
FXYD5		0.112119585	
CCT6P1		0.11193226	
ZNF491		0.11188838	
TRIM17		0.11188813	
SRSF4		0.11161871	
FDPSP2		0.11160916	
RBBP8NL		0.11095693	
ZNF202		0.11094159	
SRSF9		0.11054184	
PGK1		0.1104789	
RABL2A		0.110432826	
TMEM177		0.11030547	
SCAF11		0.11022773	
CLYBL		0.110195704	
WDR24		0.110092394	
UBE2D1		0.11005766	
SLC25A38		0.110017635	
DTWD1		0.1099878	
CUEDC2		0.109981164	
TCF25		0.10985619	
NUFIP1		0.10959477	
HSD17B14		0.109536014	
SMIM11A		0.109314986	
UNC5B		0.10922469	
KCTD1		0.10919939	
DDX60L		0.10910451	
ARMS2		0.10899396	
LARRPM		0.108835556	
SST		0.10872545	
SLC25A28		0.10850999	
KATNBL1P6		0.10840688	
NLRP9		0.10834519	
FAM181A-AS1		0.108267166	
CFAP298		0.10812374	
RAB34		0.10805323	
FAM215A		0.10800055	
NUFIP2		0.107946806	
DUS1L		0.10782981	
ATP5J2		0.1077348	
SEPT7P2		0.10753296	
NAIP		0.10726605	
MMP15		0.10725571	
NPAP1		0.10707085	
SLC46A3		0.10691576	
ABHD16A		0.10674281	
HSPA9		0.106694594	
CDC73		0.1065378	
TRADD		0.10644795	
FZD3		0.1063984	
LYPLAL1		0.1061769	
OSGIN1		0.10614469	
HIF1A		0.10609069	
CRYZ		0.10555159	
EZR		0.105550244	
PHLDB3		0.10540005	
TTC12		0.105295725	
UQCRHL		0.10524477	
ABI2		0.10513802	
PEX10		0.10486808	
UPRT		0.104841314	
MAP3K7		0.10480525	
ENKD1		0.10469513	
KLHL12		0.10456554	
CARD19		0.10445885	
EFCAB2		0.10430408	
LYPD6		0.104209386	
MGC57346		0.104161255	
ANP32C		0.104061484	
ZNF207		0.10398404	
IDE		0.103768565	
TRPM4		0.10373233	
OST4		0.10359827	
CD63		0.10358266	
PCDHGB1		0.103559546	
PTK2		0.103476144	
POM121		0.103414275	
ILKAP		0.10338224	
PLAC9P1		0.10326198	
ELMO2		0.10299601	
SETMAR		0.102924496	
INS-IGF2		0.10283896	
MTFR1L		0.10280175	
HMGB1		0.10275841	
FGG		0.102569215	
EMX2OS		0.10242135	
PIGV		0.10229962	
OXLD1		0.102224134	
ASB7		0.102026924	
NRN1L		0.1020216	
GLS2		0.10168789	
TMEM25		0.10164979	
C18orf32		0.10160116	
SPTBN5		0.101558454	
MRPL27		0.10153653	
TMEM167B		0.10153449	
C1QBP		0.10133899	
RAB11FIP1		0.10126098	
FAM81B		0.101216145	
ZNF227		0.101136945	
ZNF354A		0.10104151	
L3MBTL2		0.1009819	
C9orf85		0.10094555	
SCARNA16		0.100846566	
KLHDC2		0.10080844	
ATP5H		0.10076859	
RHBDD1		0.100707486	
ZNF805		0.10051733	
CACNB4		0.10042128	
DTD1		0.10041466	
ILDR1		0.10040166	
RIOK2		0.1003751	
UGT2B11		0.10034251	
FAM166C		0.10025223	
RERE		0.10021879	
RBM4B		0.10005222	
SACM1L		0.10001751	
SLX4IP		0.09973523	
CDC42SE1		0.09950462	
MCM9		0.09948568	
ESRP2		0.099481925	
CCDC183		0.099320315	
SCARNA12		0.09913455	
HSF4		0.09904106	
NDUFS8		0.098646425	
THAP3		0.09863664	
RAB3GAP1		0.09858621	
ZNF554		0.098509386	
C2orf81		0.098490015	
NDST2		0.098486505	
SVIP		0.09836632	
CDC42		0.09813464	
MKL2		0.09811757	
VPS37A		0.098076716	
PRR3		0.098018035	
ZZEF1		0.09793092	
MIOX		0.09756535	
HGSNAT		0.09746826	
RPS7		0.09737549	
P2RY4		0.097127624	
SLC10A7		0.096951395	
SNX13		0.096917614	
HIST1H3E		0.09685763	
METTL9		0.09685256	
SRSF2		0.09681241	
BTF3P11		0.09669666	
DHRS4		0.09646818	
ULBP3		0.09640157	
ZNF280C		0.09637135	
FAM122B		0.09634453	
EIF1		0.09634154	
HCG4B		0.09634051	
TMEM179B		0.096325256	
OR9A4		0.09630943	
SLC30A5		0.096285604	
RWDD4		0.09625132	
LRFN2		0.09617632	
IL7		0.095927455	
ZNF516		0.0958844	
MTCP1		0.095856555	
CCDC14		0.09572433	
ATP13A1		0.09559487	
MCTP1		0.09537386	
METTL21EP		0.09533696	
HULC		0.09532943	
TXNL1		0.09532178	
RAB3GAP2		0.0952798	
PDIA3P1		0.09523046	
MYO15B		0.095170885	
CTAGE6		0.09510707	
RAB28		0.09508398	
PCDHB6		0.09507819	
SNORA81		0.09501027	
C1orf87		0.09480626	
USP9Y		0.09480556	
FAM106CP		0.09460881	
GPR153		0.0945514	
OSGEP		0.09452897	
SPATC1L		0.09444924	
AFF4		0.094418295	
PPP1R11		0.094399534	
ELAVL1		0.0941927	
UQCR10		0.09396231	
PWWP2A		0.09392413	
CNN2		0.093913496	
FASTK		0.09380944	
PAGE2		0.09375516	
SPPL3		0.093709685	
PCDHB12		0.09367078	
KBTBD7		0.09342204	
KATNAL2		0.093332715	
HERC3		0.09330669	
PER2		0.093246676	
JRKL		0.09319768	
LTBR		0.09314675	
STAG3L3		0.09313676	
ZFY		0.092998214	
LRCH4		0.092989095	
LOC646214		0.0928831	
OR56A5		0.09284366	
CAPRIN2		0.092821784	
C15orf62		0.09275371	
YDJC		0.09262781	
HOMER1		0.09262634	
GRPEL1		0.09260245	
CPNE6		0.0922481	
RB1		0.092133075	
ZNF57		0.09201331	
SYCE1L		0.09180401	
UQCC1		0.091799304	
LINC00899		0.09173556	
BOD1L1		0.09161686	
TMEM159		0.09157257	
MICALL1		0.09156235	
ABLIM1		0.09151621	
LPAR1		0.09150594	
SRSF1		0.091445714	
PACRGL		0.09139783	
RPSAP9		0.09136295	
PAXIP1-AS2		0.091325514	
GCOM1		0.09111042	
MSL1		0.090978265	
RPS10		0.09093819	
PCDHGB8P		0.0908801	
RNF145		0.09082003	
HS3ST5		0.09077499	
DXO		0.09073506	
TSPAN17		0.09064505	
SPATA5L1		0.090611935	
PPP1R16A		0.09057871	
AGK		0.09049039	
KCNK15		0.09046364	
BBX		0.090434365	
MTUS1		0.09037235	
ATP5MJ		0.09037114	
COX19		0.09032672	
WDR59		0.09027154	
PAK1		0.09024909	
SEZ6L2		0.09009105	
RNF2		0.09000005	
COG2		0.08995337	
TRAP1		0.089945115	
CFDP1		0.08980117	
DTD2		0.089687265	
CDK5RAP3		0.08954977	
KMT5A		0.08945377	
GRK4		0.08933927	
GLTSCR1L		0.08902075	
DHX15		0.08891728	
ARPP19		0.0888824	
WFS1		0.08877471	
NDUFV2		0.088477485	
SLC35E3		0.08838895	
LOC391322		0.08827079	
PCMTD1		0.08822866	
CSTA		0.08803729	
ITIH6		0.087927036	
WDR55		0.08789489	
AOC2		0.08782862	
FEM1C		0.08780593	
ZC3H13		0.087741315	
GALK2		0.08764684	
SEPHS1P1		0.08764279	
MYOM2		0.08763462	
C8orf34		0.08763381	
ATP5B		0.08763252	
EIF5		0.087612346	
RPL26L1		0.087610245	
NBPF22P		0.087603256	
GTPBP1		0.08757225	
CYP2C9		0.08746388	
TAF1B		0.08742279	
SNRNP48		0.08728766	
ARHGAP5		0.087202564	
TRMT1		0.08715517	
NHS		0.086930424	
DEAF1		0.08682799	
SRPK2		0.08663963	
FBXO22		0.08662226	
LEP		0.08650781	
ANKRD11		0.08649038	
PRELID1		0.0864634	
MYH14		0.08641703	
PRMT2		0.08640821	
TUBA4A		0.08640353	
DCUN1D4		0.086397864	
SCARNA6		0.08635945	
PKP3		0.08626829	
EPB41L4A-AS2		0.086237945	
RPL37		0.0861857	
SLC9B1		0.08604858	
WNK4		0.08585802	
HGS		0.08580538	
DPY19L2P4		0.08574274	
FKBP6		0.08574266	
ACTL10		0.08573269	
ZNF425		0.08571727	
FAR1		0.085679166	
RIOX1		0.08561862	
PARD6G		0.08554086	
N4BP2L1		0.08552974	
DND1		0.08552578	
NFE2L3		0.08551175	
ABT1		0.085413076	
PDPK1		0.08531461	
TUBB7P		0.085259266	
TLR2		0.08510103	
ZNF675		0.08505397	
MRPL46		0.08487889	
ZNF277		0.08482949	
ZNF620		0.08471134	
SNX6		0.0846292	
INSR		0.084508546	
ADGRL1		0.084484115	
SCAF1		0.084460005	
PRDM10		0.084316574	
ZSWIM7		0.08428396	
PCDHGA5		0.084184594	
CPSF6		0.084121406	
HOOK2		0.08389589	
MGA		0.0838577	
KRT5		0.08373163	
AAAS		0.08364461	
RAB1B		0.083638996	
PTMA		0.08363118	
BCDIN3D-AS1		0.08330628	
TMEM8B		0.08320493	
UPF1		0.083045535	
ZBTB12		0.08293695	
SON		0.08275415	
ZNF518B		0.082752004	
SLC16A7		0.082708575	
HTR1B		0.082692474	
SKAP1		0.082557075	
MTMR9		0.08244476	
EIF3CL		0.082335964	
MCAT		0.0823329	
KRT8P41		0.08228734	
BPIFB2		0.08228685	
SNHG3		0.0822422	
SARNP		0.082223475	
C3orf33		0.08219422	
MAPKAPK5-AS1		0.0820308	
DRD5		0.082018875	
FAM41C		0.082015984	
C19orf33		0.08199496	
CECR2		0.08198402	
BMT2		0.08194894	
FZD6		0.08193422	
RPS19		0.081825204	
ZNF699		0.0818134	
ALS2CR11		0.08179028	
METTL16		0.081741326	
GJB7		0.08173788	
TRAF3IP1		0.08157434	
C1GALT1C1L		0.08154802	
KC6		0.08152413	
ZC3H7B		0.0813257	
DLD		0.08121619	
NEPRO		0.08120222	
ADSS		0.081006296	
TMEM216		0.08097452	
MOCS1		0.080812685	
TTC30A		0.08080063	
SCFD2		0.08071425	
RPL36A		0.080654316	
TRMT2A		0.08063064	
CALML3		0.08057621	
CDK5		0.0805743	
MAP3K6		0.08055406	
EGFL8		0.08052296	
STYXL1		0.08038074	
IL10RB		0.08032593	
MAN2A2		0.08018485	
C6orf141		0.080132	
BTBD3		0.08009314	
ZNF461		0.080069885	
PBDC1		0.07988832	
NOMO1		0.07984623	
MRPS26		0.079776525	
IL19		0.07976831	
TBL1XR1		0.07971839	
CCDC120		0.07971375	
SH3GLB2		0.07969127	
PI4KAP1		0.07966897	
CTR9		0.07964103	
DBX2		0.07962411	
ZBTB9		0.07925706	
TAF9		0.07919839	
BSG		0.0791359	
RPL35A		0.07908696	
GPATCH8		0.0790439	
EXOC4		0.07887678	
TRMT10C		0.07884463	
OCRL		0.07882283	
CST3		0.07839945	
CELF6		0.07836898	
COQ4		0.07829407	
FDXR		0.07825056	
DLEU1		0.07819167	
WBP4		0.078057885	
TUG1		0.07796842	
ZBTB14		0.07780427	
REX1BD		0.07771294	
U2AF2		0.077538274	
PDZD11		0.077312775	
EVPL		0.07730372	
ALG5		0.07726501	
MAGEA9B		0.07724674	
ASB10		0.077223	
ZC4H2		0.077100255	
PIM3		0.07706127	
PKN2		0.07701793	
CCDC61		0.07698957	
SYTL4		0.076959155	
BRINP3		0.07692167	
CES1		0.07676193	
SPESP1		0.07675163	
DPP7		0.07670999	
NPY5R		0.076588534	
GLI4		0.07656767	
QTRT1		0.076451026	
DCP2		0.07630432	
ARL10		0.076301634	
PPP2R5A		0.07630069	
SHLD1		0.07626738	
WASH8P		0.07626564	
SBF1		0.07624282	
COX18		0.07607803	
HMGCS2		0.0759322	
HEXA		0.07573746	
FAM60A		0.075588964	
SIRT7		0.075481296	
CLN5		0.07546988	
LYRM9		0.07542374	
METTL12		0.07522605	
