NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	167	-0.24284138	-3.6828272	0.0	0.0	0.0	5790	tags=51%, list=27%, signal=70%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME	Details ...	124	-0.23791705	-3.0500643	0.0	0.0	0.0	12892	tags=85%, list=61%, signal=216%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	Details ...	122	-0.20686634	-2.6967432	0.0	6.360029E-4	0.002	12798	tags=81%, list=61%, signal=205%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	Details ...	126	-0.1742494	-2.3493721	0.0	0.00954382	0.037	15119	tags=89%, list=72%, signal=311%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Details ...	57	-0.24717794	-2.2259185	0.0019607844	0.017535165	0.083	5541	tags=51%, list=26%, signal=69%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	Details ...	132	-0.16414618	-2.1830604	0.0	0.020267619	0.11	5837	tags=44%, list=28%, signal=60%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	Details ...	101	-0.17793526	-2.1163902	0.0	0.027188037	0.171	12783	tags=78%, list=61%, signal=197%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	Details ...	81	-0.19531848	-2.0480704	0.003984064	0.03727072	0.257	9452	tags=64%, list=45%, signal=116%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER	Details ...	293	-0.100913525	-2.0407262	0.0019723866	0.035432514	0.272	5541	tags=36%, list=26%, signal=48%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	Details ...	75	-0.19783233	-2.0171404	0.008080808	0.036481533	0.302	6258	tags=49%, list=30%, signal=70%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	Details ...	121	-0.13992137	-1.799611	0.020242915	0.11534291	0.715	5442	tags=40%, list=26%, signal=53%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	Details ...	123	-0.13637176	-1.7891723	0.014492754	0.1114843	0.74	14998	tags=85%, list=71%, signal=290%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	106	-0.14164138	-1.7133641	0.02385686	0.1564762	0.869	6191	tags=43%, list=29%, signal=61%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS	Details ...	30	-0.26035208	-1.6813133	0.028409092	0.16888064	0.905	14929	tags=97%, list=71%, signal=329%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA	Details ...	51	-0.19196662	-1.6340873	0.037475344	0.19992363	0.946	5068	tags=43%, list=24%, signal=57%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	Details ...	48	-0.2018805	-1.6303276	0.02892562	0.19133669	0.95	5428	tags=46%, list=26%, signal=62%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY	Details ...	71	-0.16408153	-1.627572	0.040590405	0.18279602	0.952	9340	tags=61%, list=44%, signal=108%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	Details ...	48	-0.19808075	-1.613262	0.028790787	0.18433274	0.96	5068	tags=44%, list=24%, signal=57%	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION	Details ...	36	-0.22809707	-1.6079807	0.03984064	0.17891726	0.964	13381	tags=86%, list=63%, signal=235%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	Details ...	139	-0.11501086	-1.5892233	0.04761905	0.18580563	0.972	5490	tags=37%, list=26%, signal=50%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		62	-0.16627869	-1.504031	0.07185629	0.26508904	0.995	5698	tags=44%, list=27%, signal=59%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		92	-0.12941357	-1.4720974	0.073469386	0.29444456	0.996	13811	tags=78%, list=65%, signal=225%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		78	-0.14683953	-1.468226	0.097222224	0.28667158	0.996	9910	tags=62%, list=47%, signal=115%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		90	-0.12973069	-1.4581536	0.08649789	0.28775898	0.997	4783	tags=36%, list=23%, signal=46%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		54	-0.16921374	-1.4528346	0.07535642	0.28322577	0.998	3477	tags=33%, list=16%, signal=40%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		27	-0.23179878	-1.439049	0.082840234	0.28926966	0.998	14670	tags=93%, list=69%, signal=303%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		185	-0.0884283	-1.4295655	0.08163265	0.28942505	0.998	6599	tags=40%, list=31%, signal=58%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		34	-0.20045184	-1.4149859	0.11177645	0.29851267	0.998	3229	tags=35%, list=15%, signal=42%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		17	-0.28105816	-1.4128392	0.09504951	0.29078037	0.998	5252	tags=53%, list=25%, signal=70%	
