geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-909733	Interferon alpha/beta signaling	http://reactome.org/PathwayBrowser/#/R-HSA-909733	63	40	14.861348973607038	2.691545704971861	1.5400404867589992e-11	2.8906559936466415e-8	103;10379;10410;11274;1958;24138;2537;25939;2634;3105;3106;3107;3133;3134;3135;3429;3430;3433;3434;3437;3659;3660;3664;3665;4599;4600;4938;4939;4940;54739;5610;5696;6233;6772;6773;684;8519;8638;91543;9636	ADAR;BST2;EGR1;EIF2AK2;GBP2;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;IFI27;IFI35;IFI6;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IRF1;IRF2;IRF6;IRF7;IRF9;ISG15;MX1;MX2;OAS1;OAS2;OAS3;OASL;PSMB8;RPS27A;RSAD2;SAMHD1;STAT1;STAT2;USP18;XAF1
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933	53	31	12.502404692082111	2.4795230008537947	5.0440521555196855e-8	4.733842947955225e-5	100507436;1281;1308;135250;1525;3105;3106;3107;3133;3134;3135;3383;3384;3688;3689;374383;4277;4345;567;57823;5817;5819;6402;7087;718;79465;8519;925;947;9976;999	B2M;C3;CD200;CD34;CD8A;CDH1;CLEC2B;COL17A1;COL3A1;CXADR;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;ICAM1;ICAM2;ICAM5;IFITM1;ITGB1;ITGB2;MICA;MICB;NCR3LG1;NECTIN2;PVR;RAET1E;SELL;SLAMF7;ULBP3
R-HSA-446107	Type I hemidesmosome assembly	http://reactome.org/PathwayBrowser/#/R-HSA-446107	11	11	2.5948387096774193	4.239184485330681	1.2325344482349972e-7	7.711557197790298e-5	1308;3655;3691;3852;3861;3909;3914;3918;5339;667;977	CD151;COL17A1;DST;ITGA6;ITGB4;KRT14;KRT5;LAMA3;LAMB3;LAMC2;PLEC
R-HSA-372790	Signaling by GPCR	http://reactome.org/PathwayBrowser/#/R-HSA-372790	430	147	101.43460410557185	1.4492095798688607	2.1618982034841796e-7	9.438094077506232e-5	10125;10266;10267;10451;10636;10874;10886;11245;1131;1238;1385;147;153;154;1606;1608;1839;1901;1903;1906;1907;1909;1910;1956;23229;23236;23263;23365;2357;2359;2535;259289;26230;26575;26960;27115;27199;2774;2786;2852;2863;2919;2920;29899;3363;338442;338557;3576;3627;3688;3708;3709;388;389337;414062;4886;4923;5021;5029;5031;50649;50831;50832;50834;50865;5138;51384;5140;5144;5150;5295;5330;5364;54429;55160;5532;554;5567;5575;5577;5581;5583;5588;56670;57007;57121;5724;5733;5737;57406;57449;5746;57580;58191;5998;5999;6000;6001;6019;6196;624;6288;6352;6375;63940;6464;6469;64857;6608;6751;6752;6869;695;7074;718;7222;727;728;7409;7433;7473;7474;7475;7480;7481;7482;7483;7852;7976;799;815;817;818;8321;8322;8503;8601;8643;885;8997;9034;9170;9181;9340;9568;9828;9890	ABHD6;ACKR2;ACKR3;ADRA1B;ADRB1;ADRB2;ARHGEF10L;ARHGEF12;ARHGEF17;ARHGEF2;ARHGEF37;ARHGEF4;ARHGEF9;AVPR2;BDKRB2;BTK;C3;C5;C5AR1;CALCR;CAMK2A;CAMK2D;CAMK2G;CCK;CCL3L3;CCL5;CCRL2;CHRM3;CREB1;CXCL1;CXCL10;CXCL16;CXCL2;CXCL8;CXCR4;DGKA;DGKG;EDN1;EDN2;EDNRA;EDNRB;EGFR;FFAR4;FPR1;FPR3;FZD1;FZD2;FZD3;FZD4;GABBR2;GLP2R;GNAL;GNG4;GPER1;GPR176;GPR39;GPSM2;GPSM3;HBEGF;HCAR2;HEBP1;HTR7;ITGB1;ITPR1;ITPR2;KALRN;LPAR2;LPAR5;MCF2L;NBEA;NMU;NPFFR2;NPY1R;NTSR1;OXGR1;OXTR;P2RY2;P2RY6;PDE2A;PDE3B;PDE4D;PDE7A;PDE7B;PIK3R1;PIK3R3;PLCB1;PLCB2;PLEKHG2;PLEKHG5;PLPPR4;PLXNB1;PPP3CB;PREX1;PRKACB;PRKAR1B;PRKAR2B;PRKCE;PRKCH;PRKCQ;PTAFR;PTCH2;PTGER3;PTGFR;PTH2R;RAMP1;RAMP2;RASGRP1;RGS10;RGS14;RGS17;RGS20;RGS3;RGS4;RGS7;RHOB;RLN2;RPS6KA2;S1PR1;S1PR3;SAA1;SHC1;SHH;SMO;SSTR1;SSTR2;SUCNR1;TACR1;TAS2R1;TAS2R3;TAS2R4;TAS2R43;TAS2R5;TIAM1;TIAM2;TRPC3;VAV1;VAV3;VIPR1;WNT10B;WNT11;WNT16;WNT2B;WNT3;WNT5A;WNT6;WNT9A;XCL1
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	242	92	57.086451612903225	1.6115907960761269	2.514143334444921e-7	9.438094077506232e-5	101;10536;10893;11096;1281;1288;1289;1290;1292;1305;1307;1308;136227;1520;1756;2192;22795;26577;284217;3371;3383;3384;340267;3655;3673;3688;3689;3691;3693;3694;3696;3791;388743;3909;3913;3914;3918;4015;4038;4052;4053;4060;4148;4237;4312;4313;4318;4323;4325;4326;4327;4680;4811;5034;50509;5118;5154;5339;5352;55214;56999;5802;6382;6385;64386;649;652;655;667;7040;7042;7087;7373;780;8076;836;84034;84171;8425;84290;8573;8751;8974;92291;9508;9510;960;961;9644;9672;977;999	ADAM15;ADAM8;ADAMTS1;ADAMTS3;ADAMTS5;ADAMTS9;BMP1;BMP4;BMP7;CAPN13;CAPN8;CAPNS2;CASK;CASP3;CD151;CD44;CD47;CDH1;CEACAM6;COL13A1;COL14A1;COL16A1;COL17A1;COL26A1;COL28A1;COL3A1;COL4A6;COL5A1;COL5A2;COL5A3;COL6A2;CTSS;DDR1;DMD;DST;EMILIN2;FBLN1;ICAM1;ICAM2;ICAM5;ITGA2;ITGA6;ITGB1;ITGB2;ITGB4;ITGB5;ITGB6;ITGB8;KDR;LAMA1;LAMA3;LAMB2;LAMB3;LAMC2;LOX;LOXL4;LRP4;LTBP1;LTBP2;LTBP4;LUM;MATN3;MFAP2;MFAP5;MMP1;MMP14;MMP16;MMP17;MMP19;MMP2;MMP24;MMP25;MMP9;NID1;NID2;P3H2;P3H3;P4HA2;P4HB;PCOLCE;PCOLCE2;PDGFA;PLEC;PLOD2;PTPRS;SDC1;SDC3;SDC4;SH3PXD2A;TGFB1;TGFB2;TNC
R-HSA-877300	Interferon gamma signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877300	82	40	19.3433431085044	2.0678948708930154	5.247132115216781e-7	1.6414778300436494e-4	10346;10379;10475;115361;115362;117854;23321;23650;2633;2634;2635;3105;3106;3107;3133;3134;3135;3383;3659;3660;3664;3665;4281;4938;4939;4940;5371;567;5724;6672;6737;6772;7706;815;817;818;85363;8638;960;9830	B2M;CAMK2A;CAMK2D;CAMK2G;CD44;GBP1;GBP2;GBP3;GBP4;GBP5;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;ICAM1;IRF1;IRF2;IRF6;IRF7;IRF9;MID1;OAS1;OAS2;OAS3;OASL;PML;PTAFR;SP100;STAT1;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM29;TRIM38;TRIM5;TRIM6
R-HSA-500792	GPCR ligand binding	http://reactome.org/PathwayBrowser/#/R-HSA-500792	226	84	53.31214076246334	1.5756260918928195	2.443189622187709e-6	6.551238458351899e-4	10266;10267;10874;10886;1131;1238;147;153;154;1901;1903;1906;1907;1909;1910;2357;2359;2535;259289;27199;2786;2852;2863;2919;2920;3363;338442;338557;3576;3627;414062;4886;4923;5021;5029;5031;50831;50832;50834;50865;51384;54429;554;56670;57007;57121;5724;5733;5737;5746;58191;6019;624;6288;6352;6375;6469;6608;6751;6752;6869;718;727;728;7433;7473;7474;7475;7480;7481;7482;7483;7852;7976;799;8321;8322;8643;885;9034;9170;9340;9568;9890	ACKR2;ACKR3;ADRA1B;ADRB1;ADRB2;AVPR2;BDKRB2;C3;C5;C5AR1;CALCR;CCK;CCL3L3;CCL5;CCRL2;CHRM3;CXCL1;CXCL10;CXCL16;CXCL2;CXCL8;CXCR4;EDN1;EDN2;EDNRA;EDNRB;FFAR4;FPR1;FPR3;FZD1;FZD2;FZD3;FZD4;GABBR2;GLP2R;GNG4;GPER1;GPR39;HCAR2;HEBP1;HTR7;LPAR2;LPAR5;NMU;NPFFR2;NPY1R;NTSR1;OXGR1;OXTR;P2RY2;P2RY6;PLPPR4;PTAFR;PTCH2;PTGER3;PTGFR;PTH2R;RAMP1;RAMP2;RLN2;S1PR1;S1PR3;SAA1;SHH;SMO;SSTR1;SSTR2;SUCNR1;TACR1;TAS2R1;TAS2R3;TAS2R4;TAS2R43;TAS2R5;VIPR1;WNT10B;WNT11;WNT16;WNT2B;WNT3;WNT5A;WNT6;WNT9A;XCL1
R-HSA-388396	GPCR downstream signalling	http://reactome.org/PathwayBrowser/#/R-HSA-388396	382	127	90.1116715542522	1.409362381248682	7.421327979997158e-6	0.0017412290773068332	10125;10266;10267;10451;10636;10874;10886;11245;1131;1385;147;153;154;1606;1608;1839;1903;1906;1907;1909;1910;1956;23229;23236;23263;23365;2357;2359;259289;26230;26575;26960;27115;27199;2774;2786;2852;2863;2919;2920;29899;3363;338442;338557;3576;3627;3688;3708;3709;388;389337;4886;4923;5021;5029;5031;50649;50831;50832;50834;50865;5138;5140;5144;5150;5295;5330;5364;54429;55160;5532;554;5567;5575;5577;5581;5583;5588;56670;57007;57121;5724;5733;5737;57406;57449;5746;57580;58191;5998;5999;6000;6001;6019;6196;624;6288;6352;6375;63940;6464;64857;6751;6752;6869;695;7074;718;7222;727;728;7409;7433;7852;799;815;817;818;8503;8601;885;8997;9170;9181;9340;9568;9828	ABHD6;ACKR3;ADRA1B;ADRB1;ADRB2;ARHGEF10L;ARHGEF12;ARHGEF17;ARHGEF2;ARHGEF37;ARHGEF4;ARHGEF9;AVPR2;BDKRB2;BTK;C3;C5;C5AR1;CALCR;CAMK2A;CAMK2D;CAMK2G;CCK;CCL5;CHRM3;CREB1;CXCL1;CXCL10;CXCL16;CXCL2;CXCL8;CXCR4;DGKA;DGKG;EDN1;EDN2;EDNRA;EDNRB;EGFR;FFAR4;FPR1;FPR3;GABBR2;GLP2R;GNAL;GNG4;GPER1;GPR176;GPR39;GPSM2;GPSM3;HBEGF;HCAR2;HEBP1;HTR7;ITGB1;ITPR1;ITPR2;KALRN;LPAR2;LPAR5;MCF2L;NBEA;NMU;NPFFR2;NPY1R;NTSR1;OXGR1;OXTR;P2RY2;P2RY6;PDE2A;PDE3B;PDE4D;PDE7A;PDE7B;PIK3R1;PIK3R3;PLCB1;PLCB2;PLEKHG2;PLEKHG5;PLXNB1;PPP3CB;PREX1;PRKACB;PRKAR1B;PRKAR2B;PRKCE;PRKCH;PRKCQ;PTAFR;PTGER3;PTGFR;PTH2R;RAMP1;RAMP2;RASGRP1;RGS10;RGS14;RGS17;RGS20;RGS3;RGS4;RGS7;RHOB;RLN2;RPS6KA2;S1PR3;SAA1;SHC1;SSTR1;SSTR2;SUCNR1;TACR1;TAS2R1;TAS2R3;TAS2R4;TAS2R43;TAS2R5;TIAM1;TIAM2;TRPC3;VAV1;VAV3;VIPR1;XCL1
R-HSA-168256	Immune System	http://reactome.org/PathwayBrowser/#/R-HSA-168256	1583	437	373.4208797653959	1.1702612887488992	2.205003133006643e-5	0.004505159688596227	100507436;10053;10071;101;10125;10159;1026;103;10326;10333;10346;10379;10382;10384;10385;10410;10411;10427;10451;10458;10475;10538;10552;10577;10628;10673;10695;1075;10788;10855;10910;11001;11031;11118;11119;11120;11146;11213;11240;11274;11322;115361;115362;117854;118788;1191;1271;127829;1281;128178;130340;1308;132014;135250;1380;1385;1386;140691;140739;140885;143662;144699;146330;146433;1471;147700;150726;151636;1520;1525;1535;154214;158747;161;1675;175;1774;1780;1793;1794;1832;1846;1848;1849;1901;1958;2002;2040;2178;222235;22861;22875;230;23098;23108;23191;23194;23218;23250;23308;23321;23327;23406;23526;2353;2357;23593;23650;240;24138;2495;2512;2537;2548;257397;25780;25797;25798;25939;26091;26232;2625;2633;2634;2635;2717;272;2760;2799;283807;28511;2896;290;29116;2919;2920;2923;2934;29927;29952;3091;3105;3106;3107;3133;3134;3135;317649;3303;3304;3309;338;3383;3384;3417;3426;3428;3429;3430;3433;3434;3437;347688;347733;348995;3554;3557;3560;3566;3569;3572;3574;3575;3576;3601;3604;3606;3627;3636;3659;3660;3664;3665;3667;3688;3689;3693;3708;3709;3725;3728;374383;3797;3798;3840;3841;387263;387921;391;3934;3965;3977;4048;4128;414062;4208;4257;427;4277;4281;4312;4313;4318;4345;4586;4591;4599;4600;4651;4680;47;4734;4758;4771;4772;4791;4792;4794;4938;4939;4940;4973;5034;5055;50617;51191;51209;51284;51316;51466;51728;526;5265;5291;5293;5295;5317;5328;5329;5338;5371;53833;53917;54509;54739;5476;5493;55008;5532;55593;55615;5567;55740;55754;5581;5588;55905;5599;5602;5610;5627;567;5685;5696;5698;5699;57161;5720;5721;5724;5743;57520;57674;57823;5795;5799;5806;5817;5819;5834;58480;5878;5896;5908;5909;59307;604;6047;6196;6233;6279;6280;6286;6288;629;6317;6352;6382;6386;6402;64114;64135;64167;64386;644150;6456;6464;64750;6502;6515;6622;6624;6672;6709;6712;6737;6772;6773;6778;6786;6804;683;684;6850;6890;6891;6892;695;7040;7087;7097;7098;7099;710;7100;7130;715;716;718;7186;721;7226;727;728;7280;7292;7318;7409;7462;7498;7706;7850;79132;79465;79895;80380;81030;815;81619;81622;817;818;81929;834;83547;836;8398;841;84166;843;84329;84433;84617;84659;84708;84766;84861;8503;8514;8519;85363;85480;8638;868;8694;8718;8722;8740;8741;8744;8764;8792;8835;8878;8904;8905;8916;8972;8992;9020;90293;90423;91543;91694;9244;9246;925;929;9306;9354;94025;9466;947;9491;9550;960;961;9636;9641;966;9666;9830;9846;9902;9966;9976;999	ACLY;ADAM8;ADAR;AGA;ALDOC;ALOX5;AMPD3;ANPEP;AP1M2;AP1S2;AP1S3;AP2A2;APOB;ARHGAP45;ARL8A;ARPC1A;ASAH1;ATF2;ATP11A;ATP6AP2;ATP6V0A4;ATP6V0E1;ATP6V1B2;ATP6V1E2;ATP6V1G1;ATP8B4;B2M;BAIAP2;BATF;BCL6;BRI3;BST1;BST2;BTK;BTN2A1;BTN2A2;BTN3A1;BTN3A2;BTN3A3;C1R;C1S;C3;C4B;C5;C5AR1;C6orf120;CAMK2A;CAMK2D;CAMK2G;CARD11;CASP1;CASP10;CASP3;CASP8;CBLB;CCL3L3;CCL5;CD14;CD200;CD34;CD44;CD47;CD59;CD8A;CDH1;CDKN1A;CEACAM6;CFB;CFD;CFI;CLEC2B;CLU;CNPY3;CNTFR;COL17A1;COL3A1;COTL1;CPNE1;CR2;CRACR2A;CREB1;CRLF1;CST3;CTSA;CTSC;CTSF;CTSS;CXADR;CXCL1;CXCL10;CXCL2;CXCL8;CYBA;CYFIP1;DGAT1;DHX58;DNASE1L1;DOCK1;DOCK2;DPP7;DSP;DTX3L;DUSP4;DUSP6;DUSP7;DYNC1I1;DZIP3;EDARADD;EGR1;EIF2AK2;EIF4E3;ELK1;ENAH;ENPP4;ERAP2;EVL;FANCE;FBXL13;FBXL14;FBXL16;FBXL22;FBXL7;FBXO2;FBXO41;FOS;FPR1;FSCN1;FTH1;FTL;GAA;GAB2;GATA3;GBP1;GBP2;GBP3;GBP4;GBP5;GLA;GLMN;GM2A;GNS;GRN;GSN;HEBP2;HECW2;HERC3;HERC4;HERC5;HERC6;HIF1A;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;HPSE;HSPA1A;HSPA1B;HSPA5;HVCN1;ICAM1;ICAM2;ICAM5;ICOSLG;IDH1;IFI16;IFI27;IFI35;IFI6;IFIH1;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IKBKE;IL15RA;IL17RE;IL18;IL1R1;IL1R2;IL1RN;IL20RB;IL27RA;IL2RB;IL34;IL4R;IL6;IL6ST;IL7;IL7R;INPPL1;IQGAP2;IRAK3;IRF1;IRF2;IRF6;IRF7;IRF9;IRS1;ISG15;ITGB1;ITGB2;ITGB5;ITPR1;ITPR2;JUN;JUP;KCNAB2;KIF3C;KIF5A;KLC3;KLHL13;KLHL22;KPNA4;KPNA5;LAT2;LCN2;LGALS9;LIFR;LNX1;LONRF1;LTA4H;MAOA;MAP3K14;MAPK10;MAPK8;MEF2C;MGAM;MGST1;MICA;MICB;MID1;MMP1;MMP2;MMP25;MMP9;MOSPD2;MRC2;MUC12;MUC15;MUC16;MUC5AC;MX1;MX2;MYLIP;MYO10;NBEAL2;NCR3LG1;NECTIN2;NEDD4;NEDD4L;NEU1;NF2;NFATC1;NFKB2;NFKBIA;NFKBIE;NHLRC3;NKIRAS2;NLRC5;NLRP1;NPC2;NUP43;OAS1;OAS2;OAS3;OASL;OLR1;OTUD5;P4HB;PADI2;PDCD1LG2;PDIA3;PELI2;PIK3AP1;PIK3CB;PIK3CD;PIK3R1;PIK3R3;PKP1;PLA2G6;PLAC8;PLAU;PLAUR;PLD2;PML;POLR3K;PPL;PPP3CB;PRKACB;PRKCE;PRKCQ;PROS1;PRR5;PSMA4;PSMB10;PSMB8;PSMB9;PSME1;PSME2;PSMF1;PTAFR;PTGS2;PTPRJ;PTPRN2;PTX3;PVR;PYGB;QPCT;RAB24;RAB31;RAB5C;RAB9B;RAET1E;RAG1;RAP1B;RAP1GAP;RAP1GAP2;RAPGEF3;RASGRP1;RASGRP3;RHOF;RHOG;RHOU;RILP;RNASE7;RNF114;RNF213;RNF217;RNF4;RPS27A;RPS6KA2;RSAD2;S100A8;S100A9;S100P;S1PR1;SAA1;SAMHD1;SARM1;SDC1;SDCBP;SEC24B;SEC61A1;SEH1L;SELL;SERPINA1;SERPINB2;SERPINB3;SERPING1;SH3GL2;SHC1;SIGIRR;SIRPA;SIRPB1;SKP2;SLAMF7;SLC27A2;SLC2A3;SMURF2;SNCA;SOCS2;SOCS6;SP100;SPTAN1;SPTBN2;SQSTM1;STAT1;STAT2;STAT6;STIM1;STOM;STX1A;SUGT1;SYK;TAB3;TAP1;TAP2;TAPBP;TGFB1;TLR2;TLR3;TLR4;TLR5;TLR6;TLR7;TMBIM1;TMC6;TMEM30A;TNFAIP6;TNFRSF11A;TNFRSF14;TNFRSF25;TNFRSF9;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF4;TNFSF9;TRAF2;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM29;TRIM37;TRIM38;TRIM5;TRIM6;TRIM69;TRPM2;TSLP;TSPAN14;TUBB2A;TUBB2B;TUBB4A;TUBB6;TUBB8;TXNIP;UBA7;UBE2F;UBE2L6;UBE4A;ULBP3;UNC93B1;USP18;VAV1;VAV3;WIPF3;XAF1;XDH;ZBP1
R-HSA-446728	Cell junction organization	http://reactome.org/PathwayBrowser/#/R-HSA-446728	99	42	23.353548387096776	1.7984419028675616	2.4001916295131736e-5	0.004505159688596227	1001;1004;1005;1006;1008;1010;1016;10979;1308;1364;1366;221935;2318;26523;3655;3688;3691;3728;3852;3861;3909;3914;3918;3987;4301;5010;51129;5339;55679;55742;5817;5818;5819;6615;667;80149;81607;84612;92359;977;9839;999	AFDN;AGO1;ANGPTL4;CD151;CDH1;CDH10;CDH12;CDH18;CDH3;CDH6;CDH7;CDH8;CLDN11;CLDN4;CLDN7;COL17A1;CRB3;DST;FERMT2;FLNC;ITGA6;ITGB1;ITGB4;JUP;KRT14;KRT5;LAMA3;LAMB3;LAMC2;LIMS1;LIMS2;NECTIN1;NECTIN2;NECTIN4;PARD6B;PARVA;PLEC;PVR;SDK1;SNAI1;ZC3H12A;ZEB2
