NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	87	0.43790984	4.7647605	0.0	0.0	0.0	12639	tags=97%, list=53%, signal=204%	
KEGG_PROTEASOME	KEGG_PROTEASOME	Details ...	40	0.4779933	3.6348348	0.0	0.0	0.0	11292	tags=95%, list=47%, signal=180%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME	Details ...	124	0.27229896	3.575876	0.0	0.0	0.0	12791	tags=81%, list=54%, signal=173%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS	Details ...	176	0.19990613	3.1107502	0.0	0.0	0.0	9509	tags=60%, list=40%, signal=98%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE	Details ...	159	0.2118897	3.059439	0.0	0.0	0.0	13599	tags=78%, list=57%, signal=180%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION	Details ...	109	0.24849857	3.0327137	0.0	0.0	0.0	13374	tags=81%, list=56%, signal=183%	
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS	Details ...	17	0.595693	2.9794946	0.0	0.0	0.0	5451	tags=82%, list=23%, signal=107%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	Details ...	40	0.38113862	2.912836	0.0	0.0	0.0	6436	tags=65%, list=27%, signal=89%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE	Details ...	107	0.2395845	2.8923938	0.0	0.0	0.0	13053	tags=79%, list=55%, signal=172%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS	Details ...	46	0.34553173	2.7991276	0.0	0.0	0.0	9416	tags=74%, list=39%, signal=122%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	Details ...	115	0.21120337	2.6224418	0.0	1.1912226E-4	0.001	9102	tags=59%, list=38%, signal=95%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	Details ...	127	0.19797295	2.582027	0.0	3.1919786E-4	0.003	15043	tags=83%, list=63%, signal=222%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM	Details ...	92	0.22728735	2.5686338	0.0	3.9661198E-4	0.004	13803	tags=80%, list=58%, signal=190%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS	Details ...	82	0.23447391	2.4493673	0.0	8.195464E-4	0.009	8108	tags=57%, list=34%, signal=86%	
