NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	185	0.23712793	3.7884834	0.0	0.0	0.0	13189	tags=86%, list=62%, signal=227%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	194	0.19308594	3.1310883	0.0	0.0	0.0	13924	tags=85%, list=66%, signal=247%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.19564246	2.2290566	0.0019455253	0.005802107	0.029	11840	tags=76%, list=56%, signal=171%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	185	0.13382374	2.164311	0.0019723866	0.0069909957	0.047	10328	tags=62%, list=49%, signal=121%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	170	0.13431552	2.0414732	0.0	0.011646864	0.096	7001	tags=46%, list=33%, signal=69%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	193	0.12287447	1.9354838	0.0019379845	0.017337296	0.157	16581	tags=91%, list=78%, signal=418%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	0.19714764	1.6248899	0.037254903	0.07793111	0.605	6846	tags=52%, list=32%, signal=77%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	70	0.1576789	1.5547128	0.03937008	0.096608505	0.745	7543	tags=51%, list=36%, signal=80%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	57	0.15418564	1.3686378	0.11491936	0.19830307	0.964	14910	tags=86%, list=71%, signal=291%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	94	0.113983035	1.3255185	0.14229248	0.21371113	0.977	9737	tags=57%, list=46%, signal=106%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	94	0.11354089	1.2752185	0.19875777	0.23532395	0.99	16488	tags=89%, list=78%, signal=405%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	141	0.088509314	1.2220163	0.19827586	0.26424235	0.995	13423	tags=72%, list=64%, signal=197%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	139	0.08070754	1.1283205	0.29713115	0.3399362	1.0	5448	tags=34%, list=26%, signal=45%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	91	0.06786092	0.7714781	0.7777778	0.81302476	1.0	893	tags=11%, list=4%, signal=11%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	151	0.046337724	0.655847	0.88631576	0.8955138	1.0	9799	tags=51%, list=46%, signal=94%	
